origin_stem_word,counterfactual_stem_word,count,origin_word,counterfactual_word
curb,car,1,curb,car
curb,bench,1,curb,bench
curb,beach,1,curb,beach
curatin,curtain,1,curatins,curtains
cupcak,candl,1,cupcakes,candle
cupcak,cake,1,cupcakes,cake
cupcak,bar,1,cupcakes,bar
cupboard,stove,1,cupboards,stove
cup,wagon,1,cups,wagon
cup,tomato,1,cups,tomatoes
cup,them,1,cups,them
cup,sign,1,cups,sign
cup,row,1,cups,row
cup,pot,1,cups,pots
cup,pepper,1,cups,peppers
cup,knife,1,cups,knife
cup,cigarett,1,cups,cigarette
curtain,offic,1,curtains,office
curtain,sink,1,curtains,sink
curtain,stall,1,curtains,stall
day,event,1,day,event
decor,debri,1,decorations,debris
decor,boy,1,decorations,boys
deck,surfac,1,deck,surface
deck,structur,1,deck,structure
deck,pari,1,deck,Paris
deck,chair,1,deck,chairs
daytim,man,1,daytime,man
daytim,citi,1,daytime,city
dayb,room,1,daybed,room
day,winter,1,day,winter
day,road,1,day,road
day,parad,1,day,parade
day,flower,1,day,flower
day,bunk,1,day,bunk
curtain,wall,1,curtains,wall
day,brick,1,day,brick
day,beach,1,day,beach
dashboard,seat,1,dashboard,seat
dashboard,roof,1,dashboard,roof
dashboard,front,1,dashboard,front
dashboard,door,1,dashboard,door
dash,beach,1,dash,beach
dark,leather,1,dark,leather
dad,grandpar,1,dad,grandparents
cyclist,man,1,cyclist,man
cut,pastri,1,cuts,pastry
cushion,chair,1,cushion,chairs
cushion,carpet,1,cushion,carpet
cord,dryer,1,cords,dryer
coral,cage,1,coral,cage
cops,pair,1,copse,pair
club,player,1,club,player
cloud,pile,1,clouds,pile
cloud,night,1,clouds,night
cloud,figur,1,clouds,figure
cloth,tree,1,clothes,tree
cloth,plastic,1,clothes,plastic
cloth,paper,1,clothes,paper
cloth,paint,1,clothes,paint
cloth,glass,1,clothes,glass
cloth,footwear,1,clothes,footwear
cloth,flower,1,clothes,flower
cloth,door,1,clothes,door
cloth,chair,1,clothes,chairs
cloth,cat,1,clothes,cat
cloth,candl,1,clothes,candle
cloth,bench,1,clothes,bench
closet,sink,1,closet,sink
closet,closet,1,closet,closet
close,render,1,closing,rendering
close,draw,1,closing,drawing
clocktow,school,1,clocktower,school
clock,wooden,1,clock,wooden
clock,woman,1,clock,woman
clock,tabl,1,clock,table
clock,stone,1,clock,stone
clock,steel,1,clock,steel
clock,station,1,clock,station
clock,star,1,clock,star
clock,staircas,1,clock,staircase
clock,spot,1,clock,spot
cloud,plane,1,clouds,plane
cluster,pair,1,cluster,pair
copper,mountain,1,copper,mountain
clutter,book,1,clutter,book
collag,photo,1,collage,photo
collag,build,1,collage,building
coin,tree,1,coin,tree
coin,man,1,coin,man
cog,bull,1,cog,bull
coffe,water,1,coffee,water
coffe,sport,1,coffee,sports
coffe,salad,1,coffee,salad
coffe,pool,1,coffee,pool
coffe,plastic,1,coffee,plastic
coffe,pizza,1,coffee,pizza
coffe,picnic,1,coffee,picnic
coffe,middl,1,coffee,middle
coffe,ice,1,coffee,ice
coffe,dine,1,coffee,dining
coffe,coffe,1,coffee,coffee
coffe,chair,1,coffee,chairs
coconut,stick,1,coconut,stick
cocoa,coffe,1,cocoa,coffee
cobbleston,countri,1,cobblestone,country
coat,uniform,1,coat,uniforms
coat,shirt,1,coat,shirt
coat,chair,1,coat,chairs
coat,cap,1,coat,caps
coastlin,lake,1,coastline,lake
coaster,soccer,1,coaster,soccer
coast,bank,1,coast,bank
coach,school,1,coach,school
clutter,peopl,1,clutter,people
clock,sofa,1,clock,sofa
clock,sit,1,clock,sits
clock,portrait,1,clock,portrait
clock,pole,1,clock,pole
clear,maze,1,clearing,maze
clay,street,1,clay,street
clay,silver,1,clay,silver
clay,center,1,clay,center
classroom,hallway,1,classroom,hallway
classroom,crowd,1,classroom,crowd
classroom,corner,1,classroom,corner
classroom,bunch,1,classroom,bunch
class,lamp,1,class,lamp
civilian,fenc,1,civilians,fence
cityscap,mountain,1,cityscape,mountain
cityscap,bu,1,cityscape,bus
citru,banana,1,citrus,banana
citi,video,1,city,video
citi,us,1,city,US
citi,town,1,city,town
citi,sun,1,city,sun
citi,stop,1,city,Stop
citi,snow,1,city,snow
citi,side,1,city,side
citi,shuttl,1,city,shuttle
citi,shop,1,city,shop
citi,seattl,1,city,Seattle
citi,room,1,city,room
citi,road,1,city,road
citi,polic,1,city,police
citi,pass,1,city,pass
citi,netherland,1,city,Netherlands
citi,mock,1,city,mock
cliff,climb,1,cliff,climbs
clock,balconi,1,clock,balcony
clock,basement,1,clock,basement
clock,imag,1,clock,images
clock,platform,1,clock,platform
clock,park,1,clock,park
clock,outsid,1,clock,outside
clock,one,1,clock,one
clock,night,1,clock,night
clock,mirror,1,clock,mirror
clock,messag,1,clock,message
clock,man,1,clock,man
clock,logo,1,clock,logo
clock,line,1,clock,lines
clock,light,1,clock,lights
clock,item,1,clock,items
clock,it,1,clock,it
clock,hole,1,clock,hole
clock,bird,1,clock,bird
clock,firework,1,clock,fireworks
clock,courtyard,1,clock,courtyard
clock,compass,1,clock,compass
clock,clock,1,clock,clock
clock,citi,1,clock,city
clock,christma,1,clock,christmas
clock,cell,1,clock,cell
clock,car,1,clock,car
clock,candl,1,clock,candle
clock,camera,1,clock,camera
clock,calendar,1,clock,calendar
clock,bu,1,clock,bus
clock,bridg,1,clock,bridge
collag,scene,1,collage,scene
collar,har,1,collar,harness
collar,jacket,1,collar,jacket
condiment,colour,1,condiments,colours
control,front,1,control,front
control,collar,1,control,collar
control,chess,1,control,chess
control,cartridg,1,control,cartridges
control,box,1,control,boxes
contrapt,platform,1,contraption,platform
content,root,1,contents,root
content,anim,1,contents,animal
contain,train,1,container,train
contain,suitcas,1,container,suitcase
contain,sandwich,1,container,sandwich
contain,roll,1,container,rolls
contain,rail,1,container,rail
contain,kind,1,container,kinds
construct,polic,1,construction,police
construct,garbag,1,construction,garbage
construct,fluoresc,1,construction,fluorescent
construct,deliveri,1,construction,delivery
construct,camouflag,1,construction,camouflage
construct,apart,1,construction,apartment
cone,wall,1,cone,wall
cone,tree,1,cone,tree
cone,rail,1,cone,rail
cone,fenc,1,cone,fence
cone,door,1,cone,door
cone,car,1,cone,car
cone,bump,1,cone,bump
conductor,cart,1,conductor,cart
condiment,other,1,condiments,others
control,hand,1,control,hands
control,key,1,control,keys
control,tablet,1,control,tablet
cooki,soup,1,cookies,Soup
copper,glass,1,copper,glass
cop,person,1,cop,person
cop,peopl,1,cop,people
cop,men,1,cop,men
cop,man,1,cop,man
cop,crowd,1,cop,crowd
cooler,rope,1,cooler,rope
cooler,refriger,1,cooler,refrigerator
cooler,person,1,cooler,person
cooler,chair,1,cooler,chairs
cooler,bench,1,cooler,bench
cookwar,pictur,1,cookware,picture
cooki,tv,1,cookies,TV
cooki,soda,1,cookies,soda
contrysid,villag,1,contryside,village
cooki,seat,1,cookies,seat
cooki,juic,1,cookies,juice
cooki,honey,1,cookies,honey
cooki,food,1,cookies,food
cooki,center,1,cookies,center
cooki,bread,1,cookies,Bread
cooker,refriger,1,cooker,refrigerator
cook,men,1,cooks,men
cook,guy,1,cooks,guys
cook,coat,1,cooks,coat
cook,clean,1,cooks,cleaning
convent,roadsid,1,convention,roadside
convent,meet,1,convention,meeting
condiment,food,1,condiments,food
concret,wood,1,concrete,wood
collar,tag,1,collar,tag
concret,tree,1,concrete,tree
compon,watch,1,components,watches
compon,cost,1,components,cost
competit,sea,1,competition,sea
competit,rink,1,competition,rink
competit,park,1,competition,park
competit,field,1,competition,field
competit,famili,1,competition,family
competit,beach,1,competition,beach
competit,battl,1,competition,battle
compart,plate,1,compartments,plate
companion,men,1,companions,men
commut,toy,1,Commuters,toy
commut,student,1,Commuters,students
commut,steam,1,Commuters,Steam
commut,pass,1,Commuters,pass
commut,men,1,Commuters,men
commun,school,1,community,school
commod,plate,1,commode,plate
commod,fireplac,1,commode,fireplace
combin,hous,1,combination,house
comb,plate,1,comb,plate
color,yellow,1,colors,yellow
color,wing,1,colors,wings
color,wallpap,1,colors,wallpaper
color,part,1,colors,parts
color,orang,1,colors,orange
color,button,1,colors,buttons
colli,guard,1,collies,guard
colleg,toddler,1,college,toddler
compound,cave,1,compound,cave
comput,bed,1,computer,bed
comput,board,1,computer,board
comput,radio,1,computer,radio
concret,sidewalk,1,concrete,sidewalk
concret,ice,1,concrete,ice
concret,fenc,1,concrete,fence
concret,end,1,concrete,end
concret,beach,1,concrete,beach
concret,back,1,concrete,backs
comput,write,1,computer,writes
comput,wing,1,computer,wings
comput,window,1,computer,window
comput,text,1,computer,text
comput,screen,1,computer,screen
comput,school,1,computer,school
comput,rock,1,computer,rock
comput,peopl,1,computer,people
comput,bodi,1,computer,body
comput,notebook,1,computer,notebook
comput,mous,1,computer,mouse
comput,monitor,1,computer,monitor
comput,mirror,1,computer,mirror
comput,keyboard,1,computer,keyboard
comput,hand,1,computer,hands
comput,glass,1,computer,glass
comput,footbal,1,computer,football
comput,feet,1,computer,feet
comput,desk,1,computer,desk
comput,core,1,computer,cores
comput,comput,1,computer,computer
comput,charger,1,computer,charger
build,museum,1,building,museum
build,mosqu,1,building,mosques
build,manhattan,1,building,Manhattan
bath,dine,1,baths,dining
bat,woman,1,bat,woman
bat,sign,1,bat,sign
bat,pit,1,bat,pit
bat,mustach,1,bat,mustache
bat,head,1,bat,head
bat,glove,1,bat,glove
bat,footbal,1,bat,football
bat,foot,1,bat,foot
bat,flag,1,bat,flag
bat,club,1,bat,club
bat,card,1,bat,cards
bat,beer,1,bat,beer
bat,basebal,1,bat,baseball
basket,row,1,baskets,row
basket,rope,1,baskets,rope
basket,room,1,baskets,room
basket,camera,1,baskets,camera
basket,bush,1,baskets,bushes
basket,bag,1,baskets,bag
basket,back,1,baskets,backs
basin,dish,1,basins,dish
basil,mushroom,1,basil,mushrooms
basic,kitchen,1,basics,kitchen
basebal,wrestler,1,baseball,wrestler
basebal,video,1,baseball,video
basebal,tenni,1,baseball,tennis
basebal,skull,1,baseball,skull
basebal,santa,1,baseball,Santa
basebal,run,1,baseball,running
bat,wood,1,bat,wood
bath,laundri,1,baths,laundry
beach,airport,1,beach,airport
bath,photo,1,baths,photo
bay,harbor,1,bay,harbor
batter,woman,1,batter,woman
batter,water,1,batter,water
batter,man,1,batter,man
batter,handl,1,batter,handle
batter,coach,1,batter,coach
batter,catcher,1,batter,catchers
bathroom,window,1,bathroom,window
bathroom,video,1,bathroom,video
bathroom,towel,1,bathroom,towel
bathroom,supermarket,1,bathroom,supermarket
bathroom,side,1,bathroom,side
bathroom,rain,1,bathroom,rain
bathroom,play,1,bathroom,playing
bathroom,hand,1,bathroom,hands
bathroom,gym,1,bathroom,gym
bathroom,garag,1,bathroom,garage
bathroom,front,1,bathroom,front
bathroom,dress,1,bathroom,dress
bathroom,closet,1,bathroom,closet
bathroom,classroom,1,bathroom,classroom
bathroom,ceil,1,bathroom,ceiling
bathroom,cage,1,bathroom,cage
bathroom,brick,1,bathroom,brick
bathroom,bath,1,bathroom,baths
bathroom,bar,1,bathroom,bar
bathroom,art,1,bathroom,art
bathroom,apart,1,bathroom,apartment
bath,sink,1,baths,sink
basebal,polic,1,baseball,police
basebal,pirat,1,baseball,Pirates
basebal,oriol,1,baseball,Orioles
basebal,game,1,baseball,game
bank,street,1,bank,street
bandana,leash,1,bandana,leash
banansa,flower,1,banansas,flower
banana,veget,1,banana,vegetables
banana,tea,1,banana,tea
banana,sugar,1,banana,sugar
banana,rice,1,banana,rice
banana,potato,1,banana,potatoes
banana,place,1,banana,place
banana,palm,1,banana,palm
banana,orang,1,banana,orange
banana,onion,1,banana,onions
banana,oak,1,banana,oak
banana,monkey,1,banana,monkey
banana,lemon,1,banana,lemon
banana,leav,1,banana,leaves
banana,hay,1,banana,hay
banana,egg,1,banana,eggs
banana,cream,1,banana,cream
banana,coin,1,banana,coin
banana,chicken,1,banana,chicken
banana,can,1,banana,cans
banana,campbel,1,banana,Campbells
banana,burger,1,banana,burger
banana,branch,1,banana,branch
banana,beer,1,banana,beer
banana,bamboo,1,banana,bamboo
banana,bag,1,banana,bag
bamboo,govern,1,bamboo,government
bar,bar,1,bar,bar
bar,bra,1,bar,bra
bar,coffe,1,bar,coffee
base,flag,1,base,flag
basebal,doll,1,baseball,dolls
basebal,cub,1,baseball,cubs
basebal,cowboy,1,baseball,cowboy
basebal,box,1,baseball,boxes
basebal,astro,1,baseball,Astros
base,woman,1,base,woman
base,wall,1,base,wall
base,star,1,base,star
base,soccer,1,base,soccer
base,smoke,1,base,smoking
base,rubber,1,base,rubber
base,head,1,base,head
base,golf,1,base,golf
barrier,sign,1,barrier,sign
bar,fenc,1,bar,fence
barn,zoo,1,barn,zoo
barn,trailer,1,barn,trailer
barn,area,1,barn,area
bark,flower,1,bark,flower
bark,branch,1,bark,branch
bark,adult,1,bark,adults
bare,christma,1,bare,christmas
bar,wall,1,bar,wall
bar,tree,1,bar,tree
bar,shop,1,bar,shop
bar,passeng,1,bar,PASSENGER
bar,parti,1,bar,party
bar,flag,1,bar,flag
bay,lake,1,bay,lake
beach,back,1,beach,backs
build,mall,1,building,mall
beer,coffe,1,beer,coffee
beef,turkey,1,beef,turkey
beef,rice,1,beef,rice
beef,cob,1,beef,cob
beef,chicken,1,beef,chicken
bedspread,blanket,1,bedspread,blanket
bedroom,restaur,1,bedroom,restaurant
bedroom,pillow,1,bedroom,pillow
bedroom,museum,1,bedroom,museum
bedroom,kitchen,1,bedroom,kitchen
bedroom,garag,1,bedroom,garage
bedroom,floor,1,bedroom,floor
bedroom,driveway,1,bedroom,driveway
bedroom,couch,1,bedroom,couch
bedroom,cabin,1,bedroom,cabin
bedroom,build,1,bedroom,building
bedroom,basement,1,bedroom,basement
bed,tv,1,bed,TV
bed,street,1,bed,street
bed,rug,1,bed,rug
bed,rock,1,bed,rock
bed,restaur,1,bed,restaurant
bed,lamp,1,bed,lamp
bed,jacket,1,bed,jacket
bed,india,1,bed,India
bed,hotel,1,bed,hotel
bed,hallway,1,bed,hallway
bed,glass,1,bed,glass
bed,girl,1,bed,girl
bed,frame,1,bed,frame
beer,book,1,beer,book
beer,milk,1,beer,milk
beach,bench,1,beach,bench
beer,sign,1,beer,sign
bench,river,1,bench,river
bench,plank,1,bench,plank
bench,patio,1,bench,patio
bench,mailbox,1,bench,mailbox
bench,lot,1,bench,lots
bench,it,1,bench,it
bench,hous,1,bench,house
bench,hors,1,bench,horse
bench,floor,1,bench,floor
bench,driveway,1,bench,driveway
bench,drink,1,bench,drinking
bench,couch,1,bench,couch
bench,cabin,1,bench,cabin
bench,bridg,1,bench,bridge
bench,branch,1,bench,branch
bench,box,1,bench,boxes
bench,bike,1,bench,bike
bench,bed,1,bench,bed
bench,beach,1,bench,beach
bench,bar,1,bench,bar
ben,water,1,ben,water
ben,stone,1,ben,stone
bellbottom,jean,1,bellbottoms,jeans
bell,rope,1,bell,rope
bell,it,1,bell,it
believ,hollywood,1,believing,Hollywood
beig,pink,1,beige,pink
beig,gold,1,beige,gold
beer,stair,1,beer,stairs
bed,dorm,1,bed,dorm
bed,crib,1,bed,crib
bed,crate,1,bed,crate
bed,counter,1,bed,counter
bead,gold,1,bead,gold
bead,case,1,bead,casing
beach,tree,1,beach,tree
beach,tourist,1,beach,tourists
beach,tabl,1,beach,table
beach,soil,1,beach,soil
beach,ski,1,beach,skiing
beach,shore,1,beach,shore
beach,ship,1,beach,ship
beach,sea,1,beach,sea
beach,rooftop,1,beach,rooftop
beach,rock,1,beach,rock
beach,right,1,beach,right
beach,pool,1,beach,pool
beach,playground,1,beach,playground
beach,pier,1,beach,pier
beach,orang,1,beach,orange
beach,ocean,1,beach,ocean
beach,mountain,1,beach,mountain
beach,liner,1,beach,liner
beach,lighthous,1,beach,lighthouse
beach,island,1,beach,islands
beach,hors,1,beach,horse
beach,farm,1,beach,farm
beach,entranc,1,beach,entrance
beach,edg,1,beach,edges
beach,dirt,1,beach,dirt
beach,branch,1,beach,branch
beach,bluff,1,beach,bluff
bead,line,1,bead,lines
bead,mattress,1,bead,mattress
bean,egg,1,bean,eggs
bear,sex,1,bears,sex
bed,corner,1,bed,corner
bed,class,1,bed,class
bed,children,1,bed,children
bed,car,1,bed,car
bed,board,1,bed,board
bed,blood,1,bed,blood
bed,bike,1,bed,bike
bed,bathroom,1,bed,bathroom
bed,balconi,1,bed,balcony
beard,grill,1,beard,grill
beard,glass,1,beard,glass
bear,toy,1,bears,toy
bear,statu,1,bears,statue
bear,roosevelt,1,bears,Roosevelt
bean,veget,1,bean,vegetables
bear,rock,1,bears,rock
bear,peopl,1,bears,people
bear,one,1,bears,one
bear,monkey,1,bears,monkey
bear,leg,1,bears,legs
bear,heart,1,bears,hearts
bear,dolphin,1,bears,dolphins
bear,doll,1,bears,dolls
bear,deer,1,bears,deer
bear,cub,1,bears,cubs
bear,blanket,1,bears,blanket
beansquich,bean,1,beansquiche,bean
beani,straw,1,beanie,straw
balloon,tank,1,balloons,tank
balloon,rock,1,balloons,rock
balloon,poster,1,balloons,posters
antiqu,alarm,1,antique,alarm
anim,worker,1,animal,workers
anim,turtl,1,animal,turtle
anim,tiger,1,animal,tiger
anim,rock,1,animal,rock
anim,object,1,animal,object
anim,lion,1,animal,lion
anim,infant,1,animal,infant
anim,hors,1,animal,horse
anim,grass,1,animal,grass
anim,fox,1,animal,fox
anim,donkey,1,animal,donkey
anim,children,1,animal,children
anim,chicken,1,animal,chicken
anim,chick,1,animal,chicks
anim,bird,1,animal,bird
anim,bear,1,animal,bears
anim,background,1,animal,background
anim,babi,1,animal,baby
anim,anim,1,animal,animal
analog,alarm,1,analog,alarm
amus,horror,1,amusement,horror
aluminum,oil,1,aluminum,oil
alter,sea,1,alter,sea
alleyway,area,1,alleyway,area
alley,garden,1,alley,garden
akit,rock,1,akite,rock
airport,street,1,airport,street
airport,scene,1,airport,scene
airport,intersect,1,airport,intersection
anoth,fighter,1,another,fighter
apart,shop,1,apartment,shop
balloon,furnitur,1,balloons,furniture
appl,alarm,1,apple,alarm
arch,aquarium,1,arch,aquarium
aqueduct,roof,1,aqueduct,roof
aquarium,egg,1,aquarium,eggs
applianc,tool,1,appliances,tools
applianc,tile,1,appliances,tile
applianc,pasta,1,appliances,pasta
applianc,mirror,1,appliances,mirror
applianc,furnitur,1,appliances,furniture
applianc,equip,1,appliances,equipment
applianc,cup,1,appliances,cups
applianc,chair,1,appliances,chairs
applianc,area,1,appliances,area
appli,appl,1,applies,apple
appl,pea,1,apple,peas
appl,orang,1,apple,orange
appl,onion,1,apple,onions
appl,oil,1,apple,oil
appl,milk,1,apple,milk
appl,light,1,apple,lights
appl,grape,1,apple,grapes
appl,comput,1,apple,computer
appl,children,1,apple,children
appl,chair,1,apple,chairs
appl,burger,1,apple,burger
appl,bread,1,apple,Bread
appl,branch,1,apple,branch
appl,background,1,apple,background
appl,android,1,apple,Android
appl,analog,1,apple,analog
airport,hangar,1,airport,hangar
airport,dawn,1,airport,dawn
airport,arizona,1,airport,Arizona
airport,amsterdam,1,airport,Amsterdam
air,fighter,1,air,fighter
air,crowd,1,air,crowd
air,cargo,1,air,cargo
air,background,1,air,background
air,atlant,1,air,Atlantic
air,area,1,air,area
air,alp,1,air,Alps
aim,selfi,1,aim,selfie
advertis,photo,1,advertising,photo
advertis,graffiti,1,advertising,graffiti
adult,youth,1,adults,youth
adult,young,1,adults,Young
adult,woman,1,adults,woman
adult,person,1,adults,person
adult,orang,1,adults,orange
adult,offic,1,adults,office
adult,nba,1,adults,NBA
adult,mother,1,adults,mother
adult,man,1,adults,man
adult,guy,1,adults,guys
adult,friend,1,adults,friends
adult,eagl,1,adults,eagle
adult,dozen,1,adults,dozen
adult,dog,1,adults,dogs
adult,babi,1,adults,baby
adult,aunt,1,adults,aunt
actor,kid,1,actors,kids
action,train,1,action,train
act,line,1,acts,lines
air,hangar,1,air,hangar
air,hoop,1,air,hoop
air,hous,1,air,house
airplan,apart,1,airplane,apartment
airport,airplan,1,airport,airplane
airplan,wall,1,airplane,wall
airplan,suv,1,airplane,SUV
airplan,spacecraft,1,airplane,spacecraft
airplan,offic,1,airplane,office
airplan,lear,1,airplane,Lear
airplan,insect,1,airplane,insects
airplan,garag,1,airplane,garage
airplan,flag,1,airplane,flag
airplan,drone,1,airplane,drone
airplan,cloud,1,airplane,clouds
airplan,bicycl,1,airplane,bicycle
airplan,automobil,1,airplane,automobile
airplan,airplan,1,airplane,airplane
air,ocean,1,air,ocean
airlin,truck,1,airliner,truck
airlin,fighter,1,airliner,fighter
air,wood,1,air,wood
air,window,1,air,window
air,war,1,air,war
air,toy,1,air,toy
air,sun,1,air,sun
air,suit,1,air,suit
air,stand,1,air,stands
air,seat,1,air,seat
air,rain,1,air,rain
air,park,1,air,park
air,orang,1,air,orange
arch,firework,1,arch,fireworks
arch,ice,1,arch,ice
architectur,bike,1,architecture,bike
backdrop,lion,1,backdrop,lion
bag,suitcas,1,bag,suitcase
bag,sandwich,1,bag,sandwich
bag,mother,1,bag,mother
bag,hand,1,bag,hands
bag,cellphon,1,bag,cellphone
bag,board,1,bag,board
bag,bag,1,bag,bag
badminto,pokemon,1,badminto,Pokemon
bacon,mushroom,1,bacon,mushrooms
